id_empresa,municipio,regiao,setor,cnae_grupo,porte,forma_juridica,ano_abertura,idade_anos,faturamento_anual,num_funcionarios,acesso_credito,participou_programa,exporta,nivel_inovacao,situacao_cadastral,sobreviveu_3anos
SC00204,Joinville,Norte,Comércio Varejista,47,ME,LTDA,2014,10,360000.0,6.0,1,1,0,1.0,Suspensa,0
SC00205,Palhoça,Grande Florianópolis,Comércio Varejista,47,ME,LTDA,2021,3,360000.0,6.0,1,0,0,2.0,Ativa,1
SC00206,Itajaí,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2019,5,217646.36,6.0,0,0,0,4.0,Ativa,1
SC00207,São José,Grande Florianópolis,Serviços,74,EPP,LTDA,2015,9,360001.0,2.0,1,1,0,4.0,Ativa,1
SC00208,Joinville,Norte,Alimentação e Hospedagem,56,ME,LTDA,2021,3,151954.43,6.0,0,1,0,5.0,Ativa,1
SC00209,Itajaí,Vale do Itajaí,Comércio Varejista,47,EPP,S/A,2013,11,360001.0,4.0,0,0,0,3.0,Baixada,0
SC00210,Palhoça,Grande Florianópolis,Alimentação e Hospedagem,56,ME,LTDA,2022,2,274448.23,4.0,1,0,0,3.0,Ativa,1
SC00211,Joinville,Norte,Agronegócio,01,ME,EI,2019,5,360000.0,0.0,1,1,0,2.0,Baixada,0
SC00212,Joinville,Norte,Indústria Metalmecânica,25,MEI,MEI,2021,3,81000.0,1.0,0,0,0,4.0,Baixada,0
SC00213,São José,Grande Florianópolis,Tecnologia da Informação,62,ME,SLU,2023,1,102692.67,2.0,0,0,0,6.0,Baixada,0
SC00214,Itajaí,Vale do Itajaí,Serviços,74,MEI,MEI,2019,5,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00215,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,0,0,0,0.0,Ativa,1
SC00216,Itajaí,Vale do Itajaí,Tecnologia da Informação,62,ME,LTDA,2013,11,360000.0,4.0,0,1,0,8.0,Suspensa,0
SC00217,Florianópolis,Grande Florianópolis,Comércio Varejista,47,ME,SLU,2013,11,197838.09,6.0,0,0,0,4.0,Ativa,1
SC00218,São José,Grande Florianópolis,Serviços,74,ME,LTDA,2023,1,360000.0,0.0,0,0,0,3.0,Ativa,1
SC00219,Criciúma,Sul,Indústria Têxtil,13,ME,EI,2019,5,360000.0,17.0,0,1,0,2.0,Ativa,1
SC00220,São José,Grande Florianópolis,Comércio Varejista,47,ME,LTDA,2022,2,,6.0,0,0,0,3.0,Ativa,1
SC00221,Lages,Serra,Serviços,74,ME,EI,2012,12,88199.42,2.0,0,1,0,3.0,Ativa,1
SC00222,Blumenau,Vale do Itajaí,Saúde e Bem-estar,86,MEI,MEI,2017,7,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00223,Tubarão,Sul,Tecnologia da Informação,62,MEI,MEI,2023,1,81000.0,1.0,0,0,0,6.0,Ativa,1
SC00224,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,EPP,LTDA,2020,4,425023.04,10.0,0,1,0,1.0,Baixada,0
SC00225,Blumenau,Vale do Itajaí,Serviços,74,EPP,SLU,2017,7,360001.0,1.0,1,0,0,4.0,Baixada,0
SC00226,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2013,11,81000.0,1.0,0,0,0,4.0,Baixada,0
SC00227,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,0,0,0,5.0,Ativa,1
SC00228,Jaraguá do Sul,Norte,Alimentação e Hospedagem,56,MEI,MEI,2014,10,81000.0,1.0,1,0,0,4.0,Ativa,1
SC00229,Chapecó,Oeste,Comércio Varejista,47,MEI,MEI,2013,11,81000.0,1.0,0,0,0,3.0,Suspensa,0
SC00230,Itajaí,Vale do Itajaí,Serviços,74,MEI,MEI,2010,14,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00231,Chapecó,Oeste,Construção Civil,41,ME,EI,2018,6,321059.72,4.0,0,0,0,3.0,Ativa,1
SC00232,Balneário Camboriú,Vale do Itajaí,Comércio Varejista,47,EPP,LTDA,2010,14,,6.0,0,1,0,3.0,Baixada,0
SC00233,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2021,3,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00234,Criciúma,Sul,Indústria Têxtil,13,ME,EI,2016,8,360000.0,8.0,0,0,0,3.0,Ativa,1
SC00235,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2019,5,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00236,Itajaí,Vale do Itajaí,Alimentação e Hospedagem,56,EPP,LTDA,2021,3,360001.0,8.0,0,0,0,3.0,Ativa,1
SC00237,Florianópolis,Grande Florianópolis,Saúde e Bem-estar,86,MEI,MEI,2021,3,81000.0,1.0,0,0,0,1.0,Ativa,1
SC00238,Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,ME,LTDA,2016,8,263554.0,3.0,1,0,0,4.0,Ativa,1
SC00239,Joinville,Norte,Agronegócio,01,EPP,LTDA,2021,3,360001.0,4.0,0,1,0,2.0,Ativa,1
SC00240,Criciúma,Sul,Serviços,74,ME,LTDA,2023,1,360000.0,4.0,0,0,0,5.0,Ativa,1
SC00241,Joinville,Norte,Serviços,74,ME,LTDA,2022,2,91754.01,1.0,1,0,0,3.0,Ativa,1
SC00242,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2015,9,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00243,Itajaí,Vale do Itajaí,Serviços,74,ME,LTDA,2023,1,199178.77,3.0,0,0,0,3.0,Ativa,1
SC00244,Balneário Camboriú,Vale do Itajaí,Serviços,74,MEI,MEI,2022,2,81000.0,,0,0,0,1.0,Ativa,1
SC00245,Criciúma,Sul,Tecnologia da Informação,62,EPP,LTDA,2012,12,,6.0,1,0,0,4.0,Ativa,1
SC00246,Joinville,Norte,Serviços,74,MEI,MEI,2021,3,81000.0,1.0,1,0,0,4.0,Baixada,0
SC00247,Florianópolis,Grande Florianópolis,Construção Civil,41,ME,LTDA,2016,8,269302.44,6.0,0,0,0,3.0,Baixada,0
SC00248,Florianópolis,Grande Florianópolis,Indústria Têxtil,13,EPP,SLU,2015,9,936678.83,7.0,0,1,0,4.0,Baixada,0
SC00249,Jaraguá do Sul,Norte,Serviços,74,MEI,MEI,2017,7,81000.0,1.0,0,0,0,1.0,Baixada,0
SC00250,Joinville,Norte,Indústria Têxtil,13,ME,EI,2022,2,360000.0,14.0,1,0,0,2.0,Ativa,1
SC00251,Joinville,Norte,Indústria Têxtil,13,MEI,MEI,2010,14,81000.0,1.0,1,0,0,3.0,Baixada,0
SC00252,Florianópolis,Grande Florianópolis,Serviços,74,EPP,LTDA,2015,9,631757.72,4.0,1,0,0,2.0,Ativa,1
SC00253,São José,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2018,6,81000.0,1.0,0,0,0,5.0,Ativa,1
SC00254,São José,Grande Florianópolis,Comércio Varejista,47,ME,LTDA,2014,10,222656.5,5.0,0,0,0,4.0,Baixada,0
SC00255,Palhoça,Grande Florianópolis,Comércio Varejista,47,ME,EI,2013,11,360000.0,5.0,0,1,0,2.0,Ativa,1
SC00256,Brusque,Vale do Itajaí,Agronegócio,01,MEI,MEI,2019,5,81000.0,1.0,1,0,0,5.0,Baixada,0
SC00257,Chapecó,Oeste,Tecnologia da Informação,62,MEI,MEI,2019,5,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00258,Chapecó,Oeste,Serviços,74,MEI,MEI,2023,1,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00259,Joinville,Norte,Tecnologia da Informação,62,ME,LTDA,2014,10,360000.0,4.0,0,0,0,7.0,Baixada,0
SC00260,Brusque,Vale do Itajaí,Saúde e Bem-estar,86,ME,EI,2016,8,360000.0,4.0,0,0,0,4.0,Ativa,1
SC00261,Joinville,Norte,Indústria Metalmecânica,25,ME,LTDA,2013,11,360000.0,13.0,1,0,0,6.0,Baixada,0
SC00262,Tubarão,Sul,Agronegócio,01,ME,EI,2011,13,206556.53,9.0,0,1,0,5.0,Ativa,1
SC00263,Chapecó,Oeste,Serviços,74,MEI,MEI,2011,13,81000.0,1.0,0,0,0,0.0,Ativa,1
SC00264,Florianópolis,Grande Florianópolis,Saúde e Bem-estar,86,MEI,MEI,2018,6,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00265,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2023,1,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00266,Blumenau,Vale do Itajaí,Agronegócio,01,ME,LTDA,2010,14,360000.0,7.0,0,0,0,3.0,Ativa,1
SC00267,Criciúma,Sul,Serviços,74,ME,LTDA,2023,1,360000.0,2.0,0,0,0,2.0,Baixada,0
SC00268,São José,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2013,11,81000.0,1.0,0,0,0,3.0,Baixada,0
SC00269,Brusque,Vale do Itajaí,Serviços,74,MEI,MEI,2021,3,81000.0,1.0,1,0,0,3.0,Ativa,1
SC00270,Brusque,Vale do Itajaí,Comércio Varejista,47,ME,EI,2020,4,360000.0,5.0,0,0,0,4.0,Baixada,0
SC00271,Jaraguá do Sul,Norte,Comércio Varejista,47,MEI,MEI,2011,13,81000.0,1.0,0,0,0,1.0,Ativa,1
SC00272,São Bento do Sul,Norte,Indústria Têxtil,13,ME,EI,2017,7,360000.0,10.0,0,0,0,1.0,Baixada,0
SC00273,Chapecó,Oeste,Tecnologia da Informação,62,ME,EI,2015,9,360000.0,7.0,0,0,1,7.0,Ativa,1
SC00274,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,1,0,1,5.0,Ativa,1
SC00275,Itajaí,Vale do Itajaí,Saúde e Bem-estar,86,MEI,MEI,2010,14,81000.0,1.0,0,1,0,5.0,Ativa,1
SC00276,Jaraguá do Sul,Norte,Serviços,74,MEI,MEI,2020,4,81000.0,1.0,0,1,0,0.0,Ativa,1
SC00277,Florianópolis,Grande Florianópolis,Comércio Varejista,47,Médio,LTDA,2022,2,5745431.1,2.0,0,1,0,2.0,Ativa,1
SC00278,Lages,Serra,Serviços,74,ME,LTDA,2021,3,236802.11,2.0,1,0,0,2.0,Ativa,1
SC00279,Florianópolis,Grande Florianópolis,Comércio Varejista,47,ME,EI,2013,11,299667.61,3.0,0,0,0,0.0,Baixada,0
SC00280,São José,Grande Florianópolis,Serviços,74,ME,LTDA,2020,4,201385.33,5.0,0,0,0,2.0,Ativa,1
SC00281,Camboriú,Vale do Itajaí,Serviços,74,ME,SLU,2012,12,127157.94,5.0,0,0,0,1.0,Ativa,1
SC00282,Florianópolis,Grande Florianópolis,Saúde e Bem-estar,86,EPP,LTDA,2023,1,360001.0,4.0,1,0,0,4.0,Suspensa,0
SC00283,Jaraguá do Sul,Norte,Alimentação e Hospedagem,56,ME,EI,2020,4,339481.69,7.0,0,0,0,2.0,Ativa,1
SC00284,Joinville,Norte,Serviços,74,EPP,SLU,2023,1,435888.99,3.0,1,0,0,2.0,Ativa,1
SC00285,São José,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00286,Itajaí,Vale do Itajaí,Alimentação e Hospedagem,56,ME,LTDA,2013,11,295519.58,10.0,1,0,0,1.0,Suspensa,0
SC00287,Joinville,Norte,Serviços,74,MEI,MEI,2016,8,81000.0,1.0,1,0,0,0.0,Ativa,1
SC00288,Jaraguá do Sul,Norte,Alimentação e Hospedagem,56,ME,LTDA,2020,4,216864.53,2.0,0,0,0,5.0,Ativa,1
SC00289,Itajaí,Vale do Itajaí,Comércio Varejista,47,ME,EI,2023,1,360000.0,3.0,1,1,0,3.0,Ativa,1
SC00290,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2016,8,79429.17,1.0,1,0,0,1.0,Ativa,1
SC00291,Camboriú,Vale do Itajaí,Saúde e Bem-estar,86,MEI,MEI,2021,3,81000.0,1.0,0,0,0,4.0,Baixada,0
SC00292,São Bento do Sul,Norte,Construção Civil,41,MEI,MEI,2021,3,,1.0,0,0,0,1.0,Baixada,0
SC00293,Joinville,Norte,Comércio Varejista,47,Médio,S/A,2012,12,,2.0,0,1,0,1.0,Baixada,0
SC00294,Brusque,Vale do Itajaí,Agronegócio,01,MEI,MEI,2013,11,81000.0,1.0,0,0,0,4.0,Baixada,0
SC00295,Florianópolis,Grande Florianópolis,Construção Civil,41,MEI,MEI,2013,11,81000.0,1.0,1,1,0,4.0,Ativa,1
SC00296,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00297,São Bento do Sul,Norte,Agronegócio,01,ME,LTDA,2020,4,129466.12,4.0,0,0,0,5.0,Baixada,0
SC00298,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2021,3,81000.0,1.0,0,1,0,1.0,Ativa,1
SC00299,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,1,0,0,2.0,Baixada,0
SC00300,Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2013,11,81000.0,1.0,0,0,0,3.0,Baixada,0
SC00301,Palhoça,Grande Florianópolis,Indústria Têxtil,13,ME,SLU,2012,12,360000.0,7.0,0,1,0,5.0,Ativa,1
SC00302,Tubarão,Sul,Indústria Metalmecânica,25,ME,LTDA,2019,5,360000.0,19.0,0,0,0,5.0,Ativa,1
SC00303,São José,Grande Florianópolis,Comércio Varejista,47,ME,LTDA,2015,9,168712.35,4.0,0,0,0,4.0,Baixada,0
SC00304,Chapecó,Oeste,Alimentação e Hospedagem,56,ME,EI,2019,5,142355.77,4.0,0,1,0,3.0,Ativa,1
SC00305,Florianópolis,Grande Florianópolis,Indústria Têxtil,13,ME,EI,2021,3,360000.0,15.0,1,0,0,1.0,Ativa,1
SC00306,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2014,10,81000.0,1.0,0,1,0,1.0,Baixada,0
SC00307,Tubarão,Sul,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,1,0,0,,Baixada,0
SC00308,Camboriú,Vale do Itajaí,Agronegócio,01,MEI,MEI,2016,8,81000.0,1.0,0,1,0,3.0,Suspensa,0
SC00309,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2015,9,81000.0,1.0,0,0,0,0.0,Ativa,1
SC00310,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2013,11,81000.0,1.0,0,1,0,5.0,Baixada,0
SC00311,Jaraguá do Sul,Norte,Indústria Metalmecânica,25,Grande,LTDA,2016,8,300000001.0,17.0,0,0,0,3.0,Ativa,1
SC00312,Criciúma,Sul,Serviços,74,EPP,SLU,2023,1,413986.09,3.0,0,0,0,4.0,Ativa,1
SC00313,Florianópolis,Grande Florianópolis,Comércio Varejista,47,EPP,SLU,2013,11,360001.0,8.0,0,0,0,1.0,Ativa,1
SC00314,Criciúma,Sul,Serviços,74,MEI,MEI,2021,3,81000.0,1.0,0,0,1,4.0,Ativa,1
SC00315,Itajaí,Vale do Itajaí,Serviços,74,MEI,MEI,2018,6,81000.0,1.0,0,0,0,4.0,Baixada,0
SC00316,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2018,6,81000.0,1.0,1,0,0,1.0,Ativa,1
SC00317,Joinville,Norte,Agronegócio,01,MEI,MEI,2016,8,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00318,Florianópolis,Grande Florianópolis,Saúde e Bem-estar,86,ME,LTDA,2010,14,81001.0,7.0,0,0,0,0.0,Suspensa,0
SC00319,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2022,2,81000.0,1.0,0,1,0,2.0,Baixada,0
SC00320,Brusque,Vale do Itajaí,Serviços,74,ME,LTDA,2012,12,246783.67,6.0,0,0,1,1.0,Baixada,0
SC00321,Joinville,Norte,Serviços,74,MEI,MEI,2020,4,81000.0,1.0,1,0,0,2.0,Ativa,1
SC00322,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,1,1,0,3.0,Suspensa,0
SC00323,Itajaí,Vale do Itajaí,Construção Civil,41,MEI,MEI,2021,3,81000.0,1.0,0,0,0,7.0,Baixada,0
SC00324,Florianópolis,Grande Florianópolis,Indústria Têxtil,13,MEI,MEI,2018,6,81000.0,1.0,1,0,0,1.0,Baixada,0
SC00325,Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2015,9,81000.0,1.0,1,1,0,,Ativa,1
SC00326,Tubarão,Sul,Construção Civil,41,MEI,MEI,2014,10,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00327,Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2012,12,81000.0,1.0,0,1,0,3.0,Ativa,1
SC00328,Balneário Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00329,Palhoça,Grande Florianópolis,Comércio Varejista,47,ME,LTDA,2022,2,270521.72,6.0,0,1,0,3.0,Ativa,1
SC00330,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2015,9,81000.0,1.0,0,1,0,2.0,Baixada,0
SC00331,Blumenau,Vale do Itajaí,Tecnologia da Informação,62,EPP,S/A,2016,8,503285.82,3.0,0,1,0,6.0,Baixada,0
SC00332,Florianópolis,Grande Florianópolis,Agronegócio,01,ME,EI,2016,8,170842.65,1.0,0,1,0,2.0,Ativa,1
SC00333,Camboriú,Vale do Itajaí,Construção Civil,41,MEI,MEI,2013,11,81000.0,1.0,1,0,0,3.0,Ativa,1
SC00334,Itajaí,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2011,13,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00335,Florianópolis,Grande Florianópolis,Construção Civil,41,MEI,MEI,2011,13,81000.0,1.0,1,0,0,2.0,Ativa,1
SC00336,Balneário Camboriú,Vale do Itajaí,Tecnologia da Informação,62,MEI,MEI,2016,8,81000.0,1.0,0,0,0,6.0,Ativa,1
SC00337,Chapecó,Oeste,Serviços,74,MEI,MEI,2021,3,81000.0,1.0,0,1,0,5.0,Baixada,0
SC00338,Palhoça,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00339,Florianópolis,Grande Florianópolis,Agronegócio,01,MEI,MEI,2021,3,81000.0,1.0,0,0,0,2.0,Baixada,0
SC00340,Palhoça,Grande Florianópolis,Construção Civil,41,MEI,MEI,2017,7,81000.0,1.0,0,0,0,,Baixada,0
SC00341,Jaraguá do Sul,Norte,Comércio Varejista,47,ME,SLU,2023,1,152890.25,5.0,0,0,0,0.0,Ativa,1
SC00342,Criciúma,Sul,Alimentação e Hospedagem,56,ME,LTDA,2018,6,122865.47,7.0,0,0,0,0.0,Baixada,0
SC00343,Jaraguá do Sul,Norte,Construção Civil,41,ME,LTDA,2013,11,360000.0,5.0,0,1,0,2.0,Ativa,1
SC00344,São José,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2022,2,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00345,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,0,0,0,1.0,Suspensa,0
SC00346,São José,Grande Florianópolis,Tecnologia da Informação,62,ME,LTDA,2020,4,360000.0,3.0,0,0,0,9.0,Ativa,1
SC00347,Brusque,Vale do Itajaí,Indústria Têxtil,13,ME,EI,2015,9,360000.0,5.0,0,0,1,3.0,Ativa,1
SC00348,Brusque,Vale do Itajaí,Alimentação e Hospedagem,56,ME,LTDA,2020,4,164062.29,7.0,1,0,0,5.0,Ativa,1
SC00349,Chapecó,Oeste,Alimentação e Hospedagem,56,MEI,MEI,2022,2,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00350,Camboriú,Vale do Itajaí,Construção Civil,41,EPP,LTDA,2014,10,634466.39,7.0,0,1,0,6.0,Ativa,1
SC00351,São José,Grande Florianópolis,Agronegócio,01,MEI,MEI,2016,8,81000.0,1.0,0,0,0,2.0,Baixada,0
SC00352,Jaraguá do Sul,Norte,Comércio Varejista,47,ME,LTDA,2021,3,348656.34,7.0,1,0,0,4.0,Ativa,1
SC00353,Blumenau,Vale do Itajaí,Comércio Varejista,47,EPP,LTDA,2012,12,563448.76,5.0,0,0,0,3.0,Ativa,1
SC00354,Itajaí,Vale do Itajaí,Comércio Varejista,47,ME,EI,2023,1,360000.0,0.0,0,1,0,0.0,Ativa,1
SC00355,Florianópolis,Grande Florianópolis,Construção Civil,41,MEI,MEI,2019,5,81000.0,1.0,0,0,0,3.0,Baixada,0
SC00356,São José,Grande Florianópolis,Serviços,74,MEI,MEI,2019,5,81000.0,1.0,0,1,0,1.0,Baixada,0
SC00357,São Bento do Sul,Norte,Comércio Varejista,47,ME,LTDA,2011,13,360000.0,4.0,0,0,0,3.0,Ativa,1
SC00358,Chapecó,Oeste,Alimentação e Hospedagem,56,ME,EI,2013,11,256730.24,8.0,0,0,0,2.0,Ativa,1
SC00359,Chapecó,Oeste,Comércio Varejista,47,ME,LTDA,2015,9,360000.0,3.0,0,0,0,3.0,Ativa,1
SC00360,Blumenau,Vale do Itajaí,Indústria Têxtil,13,EPP,LTDA,2017,7,1479919.34,10.0,1,0,0,2.0,Ativa,1
SC00361,Joinville,Norte,Agronegócio,01,ME,LTDA,2012,12,360000.0,0.0,0,0,0,2.0,Baixada,0
SC00362,Itajaí,Vale do Itajaí,Indústria Têxtil,13,ME,SLU,2017,7,267641.18,10.0,0,0,0,5.0,Baixada,0
SC00363,Blumenau,Vale do Itajaí,Serviços,74,MEI,MEI,2011,13,81000.0,1.0,0,0,0,3.0,Baixada,0
SC00364,Itajaí,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2022,2,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00365,São José,Grande Florianópolis,Comércio Varejista,47,ME,LTDA,2018,6,360000.0,5.0,0,0,0,3.0,Ativa,1
SC00366,Camboriú,Vale do Itajaí,Serviços,74,MEI,MEI,2012,12,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00367,Florianópolis,Grande Florianópolis,Serviços,74,ME,LTDA,2016,8,156878.94,7.0,1,0,0,0.0,Ativa,1
SC00368,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2020,4,81000.0,1.0,0,0,0,5.0,Ativa,1
SC00369,Itajaí,Vale do Itajaí,Tecnologia da Informação,62,ME,LTDA,2011,13,360000.0,5.0,0,1,1,6.0,Ativa,1
SC00370,Tubarão,Sul,Comércio Varejista,47,MEI,MEI,2019,5,80774.55,1.0,0,0,0,3.0,Ativa,1
SC00371,Blumenau,Vale do Itajaí,Comércio Varejista,47,EPP,LTDA,2019,5,360001.0,3.0,0,0,0,2.0,Ativa,1
SC00372,Chapecó,Oeste,Construção Civil,41,MEI,MEI,2010,14,81000.0,1.0,1,1,0,,Ativa,0
SC00373,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,0,1,0,0.0,Suspensa,0
SC00374,Joinville,Norte,Serviços,74,EPP,LTDA,2017,7,360001.0,3.0,1,1,0,1.0,Baixada,0
SC00375,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2022,2,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00376,Florianópolis,Grande Florianópolis,Tecnologia da Informação,62,MEI,MEI,2020,4,81000.0,1.0,1,0,0,4.0,Ativa,1
SC00377,São José,Grande Florianópolis,Indústria Têxtil,13,ME,SLU,2015,9,360000.0,8.0,0,0,0,2.0,Ativa,1
SC00378,Balneário Camboriú,Vale do Itajaí,Serviços,74,ME,LTDA,2015,9,81001.0,6.0,0,1,0,1.0,Ativa,1
SC00379,Balneário Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,1,0,0,4.0,Ativa,1
SC00380,Florianópolis,Grande Florianópolis,Indústria Têxtil,13,ME,LTDA,2017,7,360000.0,8.0,0,0,0,4.0,Ativa,1
SC00381,Blumenau,Vale do Itajaí,Construção Civil,41,MEI,MEI,2023,1,81000.0,1.0,0,0,0,,Ativa,1
SC00382,Joinville,Norte,Serviços,74,ME,EI,2016,8,95844.64,3.0,0,1,0,0.0,Ativa,1
SC00383,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2022,2,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00384,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,EPP,LTDA,2011,13,360001.0,10.0,0,0,0,,Baixada,0
SC00385,Balneário Camboriú,Vale do Itajaí,Serviços,74,ME,EI,2012,12,227109.14,2.0,0,0,0,2.0,Ativa,1
SC00386,Criciúma,Sul,Construção Civil,41,MEI,MEI,2012,12,81000.0,1.0,0,0,0,1.0,Baixada,0
SC00387,Palhoça,Grande Florianópolis,Serviços,74,ME,SLU,2015,9,104793.4,4.0,1,0,0,2.0,Ativa,1
SC00388,Camboriú,Vale do Itajaí,Indústria Têxtil,13,MEI,MEI,2019,5,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00389,Palhoça,Grande Florianópolis,Tecnologia da Informação,62,EPP,LTDA,2013,11,443103.25,5.0,0,0,1,6.0,Ativa,1
SC00390,Joinville,Norte,Alimentação e Hospedagem,56,MEI,MEI,2013,11,81000.0,1.0,0,0,0,5.0,Suspensa,0
SC00391,Itajaí,Vale do Itajaí,Serviços,74,ME,EI,2010,14,81001.0,1.0,0,0,0,4.0,Ativa,1
SC00392,Chapecó,Oeste,Serviços,74,MEI,MEI,2020,4,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00393,São Bento do Sul,Norte,Indústria Têxtil,13,MEI,MEI,2010,14,81000.0,1.0,1,0,0,2.0,Ativa,1
SC00394,Florianópolis,Grande Florianópolis,Serviços,74,EPP,S/A,2023,1,360001.0,4.0,0,1,0,3.0,Baixada,0
SC00395,Itajaí,Vale do Itajaí,Comércio Varejista,47,ME,EI,2019,5,326308.55,5.0,0,0,0,2.0,Ativa,1
SC00396,Blumenau,Vale do Itajaí,Comércio Varejista,47,Grande,S/A,2015,9,500547955.0,4.0,1,0,0,3.0,Ativa,1
SC00397,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2014,10,81000.0,1.0,0,0,0,2.0,Baixada,0
SC00398,São José,Grande Florianópolis,Serviços,74,ME,EI,2012,12,263759.45,2.0,0,1,0,1.0,Baixada,0
SC00399,Blumenau,Vale do Itajaí,Comércio Varejista,47,ME,EI,2014,10,360000.0,6.0,0,0,0,0.0,Ativa,1
SC00400,Itajaí,Vale do Itajaí,Construção Civil,41,MEI,MEI,2010,14,,1.0,0,0,0,4.0,Ativa,1
SC00401,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00402,Florianópolis,Grande Florianópolis,Construção Civil,41,MEI,MEI,2014,10,81000.0,1.0,1,0,0,2.0,Baixada,0
SC00403,Florianópolis,Grande Florianópolis,Comércio Varejista,47,EPP,LTDA,2019,5,360001.0,1.0,1,0,0,0.0,Ativa,1
SC00404,Itajaí,Vale do Itajaí,Agronegócio,01,Grande,S/A,2021,3,377001559.54,6.0,1,0,1,4.0,Ativa,1
SC00405,Itajaí,Vale do Itajaí,Construção Civil,41,EPP,S/A,2017,7,502944.58,4.0,0,0,0,1.0,Ativa,1
SC00406,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,EPP,LTDA,2017,7,1042862.47,9.0,1,0,0,1.0,Ativa,1
